"sccsn","socname","Family","General_TL5_Final","Soc_TL5_Final","Gender_TL5_Final","Mar_TL5_Final","Sex_TL5_Final","FM_TL5_Final","latitude","longitude","Elevation","v84","v149","v150","v151","v152","v153","v154","v155","v156","v157","v158","v237","v238","v238.1","v238.2","v699","v761","v773","v774","v787","v789","v835","v861","v1253_rec","v1254_rec","v1255_rec","v1256_rec","v1257_rec","v1258_rec","v1259_rec","v1265","v1267","v1720_poppress","Adult.Mobility","Contact.OtherSocieties","extfreq","intfreq","oth","ovfreq","fam","chrs","PatriDescent","MatriDescent","Predom_MultiplePatterns","Predom_A","Predom_M","Predom_P","P_M","Predom_M_12_0","MatrilinealDes_Copy","Predom_P_12_0","Predom_Bilocal","LocalizedKin","subsistence","agriculture","horticulture","huntergatherer","pastoralism","other","pathogensum","pathogendummy","Zpathogensum","Zpathogendummy","v774_rev","v773_rev","Zv773_rev","Zv774_rev","extfreq_rec","Zextfreq_rec","intfreq_rec","Zintfreq_rec","v1265_dum","Zfam","Zchrs","Zv1265_dum","Zv1267","famine_index","Zoth","Zv1720_poppress","v151_2","v153_2","v155_2","complexity","Res_Hetero","mobility","contact2","v761_rev","Zv761","Zv761_rev","Zv238_rec","polygamy","threat_fam","threat_path","id","Domain","TL1","Law","Socialization","Gender","Marriage","Sexuality","Funerals","ZTL1"
110,"Yapese","Austronesian",3.75,,3,1.75,2.75,2.75,9.55,138.13,0.34,1,2,5,4,2,3,1,4,4,3,4,2,,,,,3,1,3,2,2,2,,0,0,0,0,1,1,1,4,,,,0.477176605,1,1.25,4,1.25,,,1,1,1,0,0,2,,0,1,1,0,1,"Other",0,0,0,0,1,3,1,-0.141028959577389,0.463170239634852,2,4,1.11767016895546,-0.790162478122927,1,-1.06511652158111,1.25,-0.809805337393967,1,,,0.582575265003535,,0.582575265003535,1.15628513392886,,3,2,3,0.264469354471052,0,,-0.477176605,2,0.206938994709399,-0.206938994709399,,,0.869430199466199,0.0621595770850464,110,1,3.75,1,0,0,0,0,0,1.02891968023967
110,"Yapese","Austronesian",3.75,,3,1.75,2.75,2.75,9.55,138.13,0.34,1,2,5,4,2,3,1,4,4,3,4,2,,,,,3,1,3,2,2,2,,0,0,0,0,1,1,1,4,,,,0.477176605,1,1.25,4,1.25,,,1,1,1,0,0,2,,0,1,1,0,1,"Other",0,0,0,0,1,3,1,-0.141028959577389,0.463170239634852,2,4,1.11767016895546,-0.790162478122927,1,-1.06511652158111,1.25,-0.809805337393967,1,,,0.582575265003535,,0.582575265003535,1.15628513392886,,3,2,3,0.264469354471052,0,,-0.477176605,2,0.206938994709399,-0.206938994709399,,,0.869430199466199,0.0621595770850464,110,2,,0,1,0,0,0,0,
110,"Yapese","Austronesian",3.75,,3,1.75,2.75,2.75,9.55,138.13,0.34,1,2,5,4,2,3,1,4,4,3,4,2,,,,,3,1,3,2,2,2,,0,0,0,0,1,1,1,4,,,,0.477176605,1,1.25,4,1.25,,,1,1,1,0,0,2,,0,1,1,0,1,"Other",0,0,0,0,1,3,1,-0.141028959577389,0.463170239634852,2,4,1.11767016895546,-0.790162478122927,1,-1.06511652158111,1.25,-0.809805337393967,1,,,0.582575265003535,,0.582575265003535,1.15628513392886,,3,2,3,0.264469354471052,0,,-0.477176605,2,0.206938994709399,-0.206938994709399,,,0.869430199466199,0.0621595770850464,110,3,3,0,0,1,0,0,0,0.116487807191897
110,"Yapese","Austronesian",3.75,,3,1.75,2.75,2.75,9.55,138.13,0.34,1,2,5,4,2,3,1,4,4,3,4,2,,,,,3,1,3,2,2,2,,0,0,0,0,1,1,1,4,,,,0.477176605,1,1.25,4,1.25,,,1,1,1,0,0,2,,0,1,1,0,1,"Other",0,0,0,0,1,3,1,-0.141028959577389,0.463170239634852,2,4,1.11767016895546,-0.790162478122927,1,-1.06511652158111,1.25,-0.809805337393967,1,,,0.582575265003535,,0.582575265003535,1.15628513392886,,3,2,3,0.264469354471052,0,,-0.477176605,2,0.206938994709399,-0.206938994709399,,,0.869430199466199,0.0621595770850464,110,4,1.75,0,0,0,1,0,0,-1.40423198122106
110,"Yapese","Austronesian",3.75,,3,1.75,2.75,2.75,9.55,138.13,0.34,1,2,5,4,2,3,1,4,4,3,4,2,,,,,3,1,3,2,2,2,,0,0,0,0,1,1,1,4,,,,0.477176605,1,1.25,4,1.25,,,1,1,1,0,0,2,,0,1,1,0,1,"Other",0,0,0,0,1,3,1,-0.141028959577389,0.463170239634852,2,4,1.11767016895546,-0.790162478122927,1,-1.06511652158111,1.25,-0.809805337393967,1,,,0.582575265003535,,0.582575265003535,1.15628513392886,,3,2,3,0.264469354471052,0,,-0.477176605,2,0.206938994709399,-0.206938994709399,,,0.869430199466199,0.0621595770850464,110,5,2.75,0,0,0,0,1,0,-0.187656150490694
110,"Yapese","Austronesian",3.75,,3,1.75,2.75,2.75,9.55,138.13,0.34,1,2,5,4,2,3,1,4,4,3,4,2,,,,,3,1,3,2,2,2,,0,0,0,0,1,1,1,4,,,,0.477176605,1,1.25,4,1.25,,,1,1,1,0,0,2,,0,1,1,0,1,"Other",0,0,0,0,1,3,1,-0.141028959577389,0.463170239634852,2,4,1.11767016895546,-0.790162478122927,1,-1.06511652158111,1.25,-0.809805337393967,1,,,0.582575265003535,,0.582575265003535,1.15628513392886,,3,2,3,0.264469354471052,0,,-0.477176605,2,0.206938994709399,-0.206938994709399,,,0.869430199466199,0.0621595770850464,110,6,2.75,0,0,0,0,0,1,-0.187656150490694
111,"Palauans","",,,,,,,7.45,134.54,,3,1,5,4,1,2,1,4,4,4,3,3,1,1,1,2,,,,,,3,2,0,0,1,0,1,0,1,4,,0,,,0,5,,5,,,0,1,,,,,,,1,,,1,,,,,,,3,1,-0.141028959577389,0.463170239634852,,,,,,,5,1.50392419801737,1,,,0.582575265003535,,0.582575265003535,,-0.563830877642601,3,2,3,0.14095535321904,,,,,,,-0.557350770119123,0,0.0093721936804671,-0.141028959577389,111,1,,1,0,0,0,0,0,
111,"Palauans","",,,,,,,7.45,134.54,,3,1,5,4,1,2,1,4,4,4,3,3,1,1,1,2,,,,,,3,2,0,0,1,0,1,0,1,4,,0,,,0,5,,5,,,0,1,,,,,,,1,,,1,,,,,,,3,1,-0.141028959577389,0.463170239634852,,,,,,,5,1.50392419801737,1,,,0.582575265003535,,0.582575265003535,,-0.563830877642601,3,2,3,0.14095535321904,,,,,,,-0.557350770119123,0,0.0093721936804671,-0.141028959577389,111,2,,0,1,0,0,0,0,
111,"Palauans","",,,,,,,7.45,134.54,,3,1,5,4,1,2,1,4,4,4,3,3,1,1,1,2,,,,,,3,2,0,0,1,0,1,0,1,4,,0,,,0,5,,5,,,0,1,,,,,,,1,,,1,,,,,,,3,1,-0.141028959577389,0.463170239634852,,,,,,,5,1.50392419801737,1,,,0.582575265003535,,0.582575265003535,,-0.563830877642601,3,2,3,0.14095535321904,,,,,,,-0.557350770119123,0,0.0093721936804671,-0.141028959577389,111,3,,0,0,1,0,0,0,
111,"Palauans","",,,,,,,7.45,134.54,,3,1,5,4,1,2,1,4,4,4,3,3,1,1,1,2,,,,,,3,2,0,0,1,0,1,0,1,4,,0,,,0,5,,5,,,0,1,,,,,,,1,,,1,,,,,,,3,1,-0.141028959577389,0.463170239634852,,,,,,,5,1.50392419801737,1,,,0.582575265003535,,0.582575265003535,,-0.563830877642601,3,2,3,0.14095535321904,,,,,,,-0.557350770119123,0,0.0093721936804671,-0.141028959577389,111,4,,0,0,0,1,0,0,
111,"Palauans","",,,,,,,7.45,134.54,,3,1,5,4,1,2,1,4,4,4,3,3,1,1,1,2,,,,,,3,2,0,0,1,0,1,0,1,4,,0,,,0,5,,5,,,0,1,,,,,,,1,,,1,,,,,,,3,1,-0.141028959577389,0.463170239634852,,,,,,,5,1.50392419801737,1,,,0.582575265003535,,0.582575265003535,,-0.563830877642601,3,2,3,0.14095535321904,,,,,,,-0.557350770119123,0,0.0093721936804671,-0.141028959577389,111,5,,0,0,0,0,1,0,
111,"Palauans","",,,,,,,7.45,134.54,,3,1,5,4,1,2,1,4,4,4,3,3,1,1,1,2,,,,,,3,2,0,0,1,0,1,0,1,4,,0,,,0,5,,5,,,0,1,,,,,,,1,,,1,,,,,,,3,1,-0.141028959577389,0.463170239634852,,,,,,,5,1.50392419801737,1,,,0.582575265003535,,0.582575265003535,,-0.563830877642601,3,2,3,0.14095535321904,,,,,,,-0.557350770119123,0,0.0093721936804671,-0.141028959577389,111,6,,0,0,0,0,0,1,
112,"Ifugao","Austronesian",2.25,,1.5,1.125,2.5,3.5,16.83,121.17,791.5325453,1,1,5,5,4,4,2,2,5,1,2,1,1,1,1,,4,1,4,3,1,1,2,0,0,1,0,1,1,1,4,2,,,1.816349659,5,5,3,5,1,1,0,0,2,0,0,0,3,0,0,0,1,0,"Intensive Agriculture",1,0,0,0,0,4,1,0.31917080325409,0.463170239634852,1,4,1.11767016895546,-1.59020198722239,5,1.33602447492013,5,1.50392419801737,1,-0.986942637179703,-0.721473330018279,0.582575265003535,-1.14022640865676,-0.566516777712801,0.296238340097478,,4,2,2,0.153870378814507,1,,-1.816349659,1,1.39338923104329,-1.39338923104329,-0.557350770119123,0,-0.135139218807662,-0.0511203383376151,112,1,2.25,1,0,0,0,0,0,-0.795944065855875
112,"Ifugao","Austronesian",2.25,,1.5,1.125,2.5,3.5,16.83,121.17,791.5325453,1,1,5,5,4,4,2,2,5,1,2,1,1,1,1,,4,1,4,3,1,1,2,0,0,1,0,1,1,1,4,2,,,1.816349659,5,5,3,5,1,1,0,0,2,0,0,0,3,0,0,0,1,0,"Intensive Agriculture",1,0,0,0,0,4,1,0.31917080325409,0.463170239634852,1,4,1.11767016895546,-1.59020198722239,5,1.33602447492013,5,1.50392419801737,1,-0.986942637179703,-0.721473330018279,0.582575265003535,-1.14022640865676,-0.566516777712801,0.296238340097478,,4,2,2,0.153870378814507,1,,-1.816349659,1,1.39338923104329,-1.39338923104329,-0.557350770119123,0,-0.135139218807662,-0.0511203383376151,112,2,,0,1,0,0,0,0,
112,"Ifugao","Austronesian",2.25,,1.5,1.125,2.5,3.5,16.83,121.17,791.5325453,1,1,5,5,4,4,2,2,5,1,2,1,1,1,1,,4,1,4,3,1,1,2,0,0,1,0,1,1,1,4,2,,,1.816349659,5,5,3,5,1,1,0,0,2,0,0,0,3,0,0,0,1,0,"Intensive Agriculture",1,0,0,0,0,4,1,0.31917080325409,0.463170239634852,1,4,1.11767016895546,-1.59020198722239,5,1.33602447492013,5,1.50392419801737,1,-0.986942637179703,-0.721473330018279,0.582575265003535,-1.14022640865676,-0.566516777712801,0.296238340097478,,4,2,2,0.153870378814507,1,,-1.816349659,1,1.39338923104329,-1.39338923104329,-0.557350770119123,0,-0.135139218807662,-0.0511203383376151,112,3,1.5,0,0,1,0,0,0,-1.70837593890365
112,"Ifugao","Austronesian",2.25,,1.5,1.125,2.5,3.5,16.83,121.17,791.5325453,1,1,5,5,4,4,2,2,5,1,2,1,1,1,1,,4,1,4,3,1,1,2,0,0,1,0,1,1,1,4,2,,,1.816349659,5,5,3,5,1,1,0,0,2,0,0,0,3,0,0,0,1,0,"Intensive Agriculture",1,0,0,0,0,4,1,0.31917080325409,0.463170239634852,1,4,1.11767016895546,-1.59020198722239,5,1.33602447492013,5,1.50392419801737,1,-0.986942637179703,-0.721473330018279,0.582575265003535,-1.14022640865676,-0.566516777712801,0.296238340097478,,4,2,2,0.153870378814507,1,,-1.816349659,1,1.39338923104329,-1.39338923104329,-0.557350770119123,0,-0.135139218807662,-0.0511203383376151,112,4,1.125,0,0,0,1,0,0,-2.16459187542753
112,"Ifugao","Austronesian",2.25,,1.5,1.125,2.5,3.5,16.83,121.17,791.5325453,1,1,5,5,4,4,2,2,5,1,2,1,1,1,1,,4,1,4,3,1,1,2,0,0,1,0,1,1,1,4,2,,,1.816349659,5,5,3,5,1,1,0,0,2,0,0,0,3,0,0,0,1,0,"Intensive Agriculture",1,0,0,0,0,4,1,0.31917080325409,0.463170239634852,1,4,1.11767016895546,-1.59020198722239,5,1.33602447492013,5,1.50392419801737,1,-0.986942637179703,-0.721473330018279,0.582575265003535,-1.14022640865676,-0.566516777712801,0.296238340097478,,4,2,2,0.153870378814507,1,,-1.816349659,1,1.39338923104329,-1.39338923104329,-0.557350770119123,0,-0.135139218807662,-0.0511203383376151,112,5,2.5,0,0,0,0,1,0,-0.491800108173284
112,"Ifugao","Austronesian",2.25,,1.5,1.125,2.5,3.5,16.83,121.17,791.5325453,1,1,5,5,4,4,2,2,5,1,2,1,1,1,1,,4,1,4,3,1,1,2,0,0,1,0,1,1,1,4,2,,,1.816349659,5,5,3,5,1,1,0,0,2,0,0,0,3,0,0,0,1,0,"Intensive Agriculture",1,0,0,0,0,4,1,0.31917080325409,0.463170239634852,1,4,1.11767016895546,-1.59020198722239,5,1.33602447492013,5,1.50392419801737,1,-0.986942637179703,-0.721473330018279,0.582575265003535,-1.14022640865676,-0.566516777712801,0.296238340097478,,4,2,2,0.153870378814507,1,,-1.816349659,1,1.39338923104329,-1.39338923104329,-0.557350770119123,0,-0.135139218807662,-0.0511203383376151,112,6,3.5,0,0,0,0,0,1,0.724775722557079
113,"Atayal","",,,,,,,24.33,120.75,515.6854071,3,1,4,4,2,4,1,4,3,3,1,2,1,1,1,2,,,,,,2,1,0,0,1,0,1,1,1,,,,,,5,5,,5,,,1,0,,,,,,,0,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,,,,,,,,,3,2,3,-0.137242382360672,,,,,,,-0.557350770119123,0,,0.31917080325409,113,1,,1,0,0,0,0,0,
113,"Atayal","",,,,,,,24.33,120.75,515.6854071,3,1,4,4,2,4,1,4,3,3,1,2,1,1,1,2,,,,,,2,1,0,0,1,0,1,1,1,,,,,,5,5,,5,,,1,0,,,,,,,0,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,,,,,,,,,3,2,3,-0.137242382360672,,,,,,,-0.557350770119123,0,,0.31917080325409,113,2,,0,1,0,0,0,0,
113,"Atayal","",,,,,,,24.33,120.75,515.6854071,3,1,4,4,2,4,1,4,3,3,1,2,1,1,1,2,,,,,,2,1,0,0,1,0,1,1,1,,,,,,5,5,,5,,,1,0,,,,,,,0,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,,,,,,,,,3,2,3,-0.137242382360672,,,,,,,-0.557350770119123,0,,0.31917080325409,113,3,,0,0,1,0,0,0,
113,"Atayal","",,,,,,,24.33,120.75,515.6854071,3,1,4,4,2,4,1,4,3,3,1,2,1,1,1,2,,,,,,2,1,0,0,1,0,1,1,1,,,,,,5,5,,5,,,1,0,,,,,,,0,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,,,,,,,,,3,2,3,-0.137242382360672,,,,,,,-0.557350770119123,0,,0.31917080325409,113,4,,0,0,0,1,0,0,
113,"Atayal","",,,,,,,24.33,120.75,515.6854071,3,1,4,4,2,4,1,4,3,3,1,2,1,1,1,2,,,,,,2,1,0,0,1,0,1,1,1,,,,,,5,5,,5,,,1,0,,,,,,,0,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,,,,,,,,,3,2,3,-0.137242382360672,,,,,,,-0.557350770119123,0,,0.31917080325409,113,5,,0,0,0,0,1,0,
113,"Atayal","",,,,,,,24.33,120.75,515.6854071,3,1,4,4,2,4,1,4,3,3,1,2,1,1,1,2,,,,,,2,1,0,0,1,0,1,1,1,,,,,,5,5,,5,,,1,0,,,,,,,0,,,0,,,,,,,4,1,0.31917080325409,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,,,,,,,,,3,2,3,-0.137242382360672,,,,,,,-0.557350770119123,0,,0.31917080325409,113,6,,0,0,0,0,0,1,
114,"Chinese","",,,,,,,24,115,,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,,,,,,,4,1,0,0,1,1,1,1,1,3,,1,,,5,4.5,,4.5,,,1,0,,,,,,,0,,,0,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,5,1.33602447492013,4.5,1.19542692662919,1,,,0.582575265003535,,0.582575265003535,,1.75084325162702,4,3,4,1.64691449000083,,,,,,,-0.557350770119123,0,1.16670925831528,0.77937056608557,114,1,,1,0,0,0,0,0,
114,"Chinese","",,,,,,,24,115,,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,,,,,,,4,1,0,0,1,1,1,1,1,3,,1,,,5,4.5,,4.5,,,1,0,,,,,,,0,,,0,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,5,1.33602447492013,4.5,1.19542692662919,1,,,0.582575265003535,,0.582575265003535,,1.75084325162702,4,3,4,1.64691449000083,,,,,,,-0.557350770119123,0,1.16670925831528,0.77937056608557,114,2,,0,1,0,0,0,0,
114,"Chinese","",,,,,,,24,115,,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,,,,,,,4,1,0,0,1,1,1,1,1,3,,1,,,5,4.5,,4.5,,,1,0,,,,,,,0,,,0,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,5,1.33602447492013,4.5,1.19542692662919,1,,,0.582575265003535,,0.582575265003535,,1.75084325162702,4,3,4,1.64691449000083,,,,,,,-0.557350770119123,0,1.16670925831528,0.77937056608557,114,3,,0,0,1,0,0,0,
114,"Chinese","",,,,,,,24,115,,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,,,,,,,4,1,0,0,1,1,1,1,1,3,,1,,,5,4.5,,4.5,,,1,0,,,,,,,0,,,0,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,5,1.33602447492013,4.5,1.19542692662919,1,,,0.582575265003535,,0.582575265003535,,1.75084325162702,4,3,4,1.64691449000083,,,,,,,-0.557350770119123,0,1.16670925831528,0.77937056608557,114,4,,0,0,0,1,0,0,
114,"Chinese","",,,,,,,24,115,,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,,,,,,,4,1,0,0,1,1,1,1,1,3,,1,,,5,4.5,,4.5,,,1,0,,,,,,,0,,,0,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,5,1.33602447492013,4.5,1.19542692662919,1,,,0.582575265003535,,0.582575265003535,,1.75084325162702,4,3,4,1.64691449000083,,,,,,,-0.557350770119123,0,1.16670925831528,0.77937056608557,114,5,,0,0,0,0,1,0,
114,"Chinese","",,,,,,,24,115,,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,,,,,,,4,1,0,0,1,1,1,1,1,3,,1,,,5,4.5,,4.5,,,1,0,,,,,,,0,,,0,,,,,,,5,1,0.77937056608557,0.463170239634852,,,,,5,1.33602447492013,4.5,1.19542692662919,1,,,0.582575265003535,,0.582575265003535,,1.75084325162702,4,3,4,1.64691449000083,,,,,,,-0.557350770119123,0,1.16670925831528,0.77937056608557,114,6,,0,0,0,0,0,1,
115,"Manchu","",,,,,,,50,125.5,388.5614329,1,4,5,5,2,4,4,2,5,3,2,,,,,4,,,,,,,1,0,0,0,0,0,0,1,2,,,,,5,5,,5,,,1,0,,,,,,,0,,,1,,,,,,,1,1,-1.06142848524035,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,0,,,-1.70611327608178,,-1.70611327608178,,,4,2,2,0.554045142009549,,,,,,,,0,-1.70611327608178,-1.06142848524035,115,1,,1,0,0,0,0,0,
115,"Manchu","",,,,,,,50,125.5,388.5614329,1,4,5,5,2,4,4,2,5,3,2,,,,,4,,,,,,,1,0,0,0,0,0,0,1,2,,,,,5,5,,5,,,1,0,,,,,,,0,,,1,,,,,,,1,1,-1.06142848524035,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,0,,,-1.70611327608178,,-1.70611327608178,,,4,2,2,0.554045142009549,,,,,,,,0,-1.70611327608178,-1.06142848524035,115,2,,0,1,0,0,0,0,
115,"Manchu","",,,,,,,50,125.5,388.5614329,1,4,5,5,2,4,4,2,5,3,2,,,,,4,,,,,,,1,0,0,0,0,0,0,1,2,,,,,5,5,,5,,,1,0,,,,,,,0,,,1,,,,,,,1,1,-1.06142848524035,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,0,,,-1.70611327608178,,-1.70611327608178,,,4,2,2,0.554045142009549,,,,,,,,0,-1.70611327608178,-1.06142848524035,115,3,,0,0,1,0,0,0,
115,"Manchu","",,,,,,,50,125.5,388.5614329,1,4,5,5,2,4,4,2,5,3,2,,,,,4,,,,,,,1,0,0,0,0,0,0,1,2,,,,,5,5,,5,,,1,0,,,,,,,0,,,1,,,,,,,1,1,-1.06142848524035,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,0,,,-1.70611327608178,,-1.70611327608178,,,4,2,2,0.554045142009549,,,,,,,,0,-1.70611327608178,-1.06142848524035,115,4,,0,0,0,1,0,0,
115,"Manchu","",,,,,,,50,125.5,388.5614329,1,4,5,5,2,4,4,2,5,3,2,,,,,4,,,,,,,1,0,0,0,0,0,0,1,2,,,,,5,5,,5,,,1,0,,,,,,,0,,,1,,,,,,,1,1,-1.06142848524035,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,0,,,-1.70611327608178,,-1.70611327608178,,,4,2,2,0.554045142009549,,,,,,,,0,-1.70611327608178,-1.06142848524035,115,5,,0,0,0,0,1,0,
115,"Manchu","",,,,,,,50,125.5,388.5614329,1,4,5,5,2,4,4,2,5,3,2,,,,,4,,,,,,,1,0,0,0,0,0,0,1,2,,,,,5,5,,5,,,1,0,,,,,,,0,,,1,,,,,,,1,1,-1.06142848524035,0.463170239634852,,,,,5,1.33602447492013,5,1.50392419801737,0,,,-1.70611327608178,,-1.70611327608178,,,4,2,2,0.554045142009549,,,,,,,,0,-1.70611327608178,-1.06142848524035,115,6,,0,0,0,0,0,1,
116,"Koreans","Koreanic",3.875,3.5,4,3.75,3,3.875,37.6,126.42,41.05909156,5,5,5,5,4,5,4,5,5,5,5,3,1,1,1,,2,4,1,1,1,4,1,0,0,1,0,1,1,1,3,4,,-1.559063471,-0.861996448,5,5,2,5,2,3,1,0,1,0,0,1,2,0,0,1,0,0,"Intensive Agriculture",1,0,0,0,0,4,1,0.31917080325409,0.463170239634852,4,1,-1.18076445268681,0.809916540076,5,1.33602447492013,5,1.50392419801737,1,0.0214552747212978,1.70179587004312,0.582575265003535,0.790802186649041,0.774157149104247,-0.563808453733909,,4,3,4,1.49046711758386,0,-1.559063471,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,0,0.105174347685169,-0.0172257031189069,116,1,3.875,1,0,0,0,0,0,1.18099165908096
116,"Koreans","Koreanic",3.875,3.5,4,3.75,3,3.875,37.6,126.42,41.05909156,5,5,5,5,4,5,4,5,5,5,5,3,1,1,1,,2,4,1,1,1,4,1,0,0,1,0,1,1,1,3,4,,-1.559063471,-0.861996448,5,5,2,5,2,3,1,0,1,0,0,1,2,0,0,1,0,0,"Intensive Agriculture",1,0,0,0,0,4,1,0.31917080325409,0.463170239634852,4,1,-1.18076445268681,0.809916540076,5,1.33602447492013,5,1.50392419801737,1,0.0214552747212978,1.70179587004312,0.582575265003535,0.790802186649041,0.774157149104247,-0.563808453733909,,4,3,4,1.49046711758386,0,-1.559063471,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,0,0.105174347685169,-0.0172257031189069,116,2,3.5,0,1,0,0,0,0,0.724775722557079
116,"Koreans","Koreanic",3.875,3.5,4,3.75,3,3.875,37.6,126.42,41.05909156,5,5,5,5,4,5,4,5,5,5,5,3,1,1,1,,2,4,1,1,1,4,1,0,0,1,0,1,1,1,3,4,,-1.559063471,-0.861996448,5,5,2,5,2,3,1,0,1,0,0,1,2,0,0,1,0,0,"Intensive Agriculture",1,0,0,0,0,4,1,0.31917080325409,0.463170239634852,4,1,-1.18076445268681,0.809916540076,5,1.33602447492013,5,1.50392419801737,1,0.0214552747212978,1.70179587004312,0.582575265003535,0.790802186649041,0.774157149104247,-0.563808453733909,,4,3,4,1.49046711758386,0,-1.559063471,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,0,0.105174347685169,-0.0172257031189069,116,3,4,0,0,1,0,0,0,1.33306363792226
116,"Koreans","Koreanic",3.875,3.5,4,3.75,3,3.875,37.6,126.42,41.05909156,5,5,5,5,4,5,4,5,5,5,5,3,1,1,1,,2,4,1,1,1,4,1,0,0,1,0,1,1,1,3,4,,-1.559063471,-0.861996448,5,5,2,5,2,3,1,0,1,0,0,1,2,0,0,1,0,0,"Intensive Agriculture",1,0,0,0,0,4,1,0.31917080325409,0.463170239634852,4,1,-1.18076445268681,0.809916540076,5,1.33602447492013,5,1.50392419801737,1,0.0214552747212978,1.70179587004312,0.582575265003535,0.790802186649041,0.774157149104247,-0.563808453733909,,4,3,4,1.49046711758386,0,-1.559063471,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,0,0.105174347685169,-0.0172257031189069,116,4,3.75,0,0,0,1,0,0,1.02891968023967
116,"Koreans","Koreanic",3.875,3.5,4,3.75,3,3.875,37.6,126.42,41.05909156,5,5,5,5,4,5,4,5,5,5,5,3,1,1,1,,2,4,1,1,1,4,1,0,0,1,0,1,1,1,3,4,,-1.559063471,-0.861996448,5,5,2,5,2,3,1,0,1,0,0,1,2,0,0,1,0,0,"Intensive Agriculture",1,0,0,0,0,4,1,0.31917080325409,0.463170239634852,4,1,-1.18076445268681,0.809916540076,5,1.33602447492013,5,1.50392419801737,1,0.0214552747212978,1.70179587004312,0.582575265003535,0.790802186649041,0.774157149104247,-0.563808453733909,,4,3,4,1.49046711758386,0,-1.559063471,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,0,0.105174347685169,-0.0172257031189069,116,5,3,0,0,0,0,1,0,0.116487807191897
116,"Koreans","Koreanic",3.875,3.5,4,3.75,3,3.875,37.6,126.42,41.05909156,5,5,5,5,4,5,4,5,5,5,5,3,1,1,1,,2,4,1,1,1,4,1,0,0,1,0,1,1,1,3,4,,-1.559063471,-0.861996448,5,5,2,5,2,3,1,0,1,0,0,1,2,0,0,1,0,0,"Intensive Agriculture",1,0,0,0,0,4,1,0.31917080325409,0.463170239634852,4,1,-1.18076445268681,0.809916540076,5,1.33602447492013,5,1.50392419801737,1,0.0214552747212978,1.70179587004312,0.582575265003535,0.790802186649041,0.774157149104247,-0.563808453733909,,4,3,4,1.49046711758386,0,-1.559063471,0.861996448,3,-0.979511241624492,0.979511241624492,-0.557350770119123,0,0.105174347685169,-0.0172257031189069,116,6,3.875,0,0,0,0,0,1,1.18099165908096
117,"Japanese","Japonic",3.75,3.75,3.75,3.75,3.25,4,35,136,222.55,1,5,5,5,5,5,5,5,5,5,5,5,2,2,2,4,,,,,,4,1,0,0,1,1,1,1,1,3,,1,,,0,1,2,0,1,,0,0,1,0,0,1,2,0,0,1,0,0,"Intensive Agriculture",1,0,0,0,0,5,1,0.77937056608557,0.463170239634852,,,,,,,1,-0.964053973088056,1,-0.986942637179703,,0.582575265003535,,-0.202183686088084,-0.563808453733909,1.75084325162702,4,3,4,1.64691449000083,0,,,,,,-0.557350770119123,0,0.32828370393501,0.77937056608557,117,1,3.75,1,0,0,0,0,0,1.02891968023967
